time,device_id,login,channel,country,player,game
2015-01-01 06:14:21,b09cc54fb66d82b22403b0ac4e0f9bc39aaf0f6c,e280a1988aad8d39d548320727ce5caabf44c9b3,susan,RU,,World of Tanks
2015-01-01 19:25:56,d95bb36589419e704cc335c049d8d1b11e68054d,fa5a19d8f0ea0252d67a8e917829ba483a9a15c2,elaine,TW,,Gaming Talk Shows
2015-01-01 04:22:16,ecea1e55e1475966f6fb7d8cf01018deb2cbcdcc,4be45c4c708bc3eede095b9e22a2d4edc935581b,frank,US,ipad_t,League of Legends
2015-01-01 22:16:28,bdc706c1d479bb82a53e106f684ad0a1d9d96966,32a9030fbdd7ad08daf9bc0d495f5083c1eac9ea,frank,CA,android,League of Legends
2015-01-01 12:20:38,af6db8b9bc2579afc912b4ce5cb143eed9edb0cd,02a64aef2d8d0bda5471723574ee8a3283c0dc7a,estelle,CO,,Dota 2
2015-01-01 19:04:32,bdff368e83e1a830db1c1ad35d29179bf90c3d8b,b309c2b72b5cd2b0c2d36c43490ae61735d73525,jerry,US,,Dota 2
2015-01-01 03:54:14,d0d07085de4abc58062881b8b5f1bce984e789ce,21371f0783af3cc49792486a2abe250827601d71,frank,US,android,League of Legends
2015-01-01 01:52:57,b04dd7e959818447362a4aaf41727b20f8eca661,07b5584332122afffec4e13005bac8afc99ec0a1,elaine,TW,,Gaming Talk Shows
2015-01-01 18:11:44,1ff1334c33bb6a549060024ef37540b711d4f20a,2448408b8d49925ee5d1cad0a1083bb045c51db5,morty,US,,Heroes of the Storm
2015-01-01 12:08:21,7bf7fbd43f566b93bf9342b8406cf539357804b7,e6967284d160a733d41c6dd1ead29c13be592d31,helen,DE,,Hearthstone: Heroes of Warcraft
2015-01-01 00:17:36,43c38b12764b1b674e294e288ac131329ef307c7,035f9f3b91a977d594465ce94097cc7eb470dada,frank,US,,League of Legends
2015-01-01 19:39:44,8de9484090afb72b71b9a0efa6a6531d7a28227d,52d2887c81ddb0531c0a627f640e4856b32f9dd5,helen,CA,,Hearthstone: Heroes of Warcraft
2015-01-01 14:03:51,addbd6d362826a991d616916f3aaf2f34fc4c1ab,e31a8a28fd1305db0b896a75e0cfabc9af968594,kramer,US,iphone_t,Counter-Strike: Global Offensive
2015-01-01 04:14:02,7cf90c18596b7f5670e9960685a6339743485c17,92987689f0c01a82b804dd41500bc3ab7e948775,frank,US,,League of Legends
2015-01-01 11:59:29,d475a6e15e0614464e46c6065aab0a012c45dd1a,1a4745c6df3cfcce9b282a380ba90c5f2bc0dc1f,kramer,FI,android,Counter-Strike: Global Offensive
2015-01-01 03:29:38,3c9f5254c7bbf1cf6ddd8f17d29911513304fb57,57ebc74d28d600b5bdf5b68d0f073e25e4896c0c,frank,US,,League of Legends
2015-01-01 15:35:21,e3b184a30f7501bfd3cd22207a1aa1f05a5cc09f,093194b18933cf2ee0417fd66787faaf18ac41a4,helen,TR,android,Hearthstone: Heroes of Warcraft
2015-01-01 21:29:14,ca51f845c958a59634a5539432713af2507e60c7,1833b51ea7e7b3d32401955ed8c560d2670b424f,frank,US,,League of Legends
2015-01-01 19:18:55,d2be77bf7b46d76f8b201277310a3e06ef6c9fc8,33d1bd8a3bcc3ce7cfbc64097d66ccbf620d839b,newman,CA,,The Binding of Isaac: Rebirth
2015-01-01 12:20:57,6d4846f48fb53690551c92d3fa8d38de64069cd5,c749d88b6264759e06f9af78c542e37350038c97,estelle,IR,,Dota 2
2015-01-01 08:43:15,cf4735a9f27556cc315c1d3919cbe186ac22a82f,693ddd2d798e1c61c3c0565735bb024ed70a12fb,elaine,TW,,Gaming Talk Shows
2015-01-01 20:47:26,3c610fb62c909836292627a8c35440172feaab6b,76a45a408ee804ac9b0d24db59d13f8079f57fae,newman,US,ipad_t,The Binding of Isaac: Rebirth
2015-01-01 04:24:34,863cbb527ab1d53e56ff3fc275603a01ccbe02c3,d96718ba54079fc026bfc14bfce240151beff111,frank,MX,,League of Legends
2015-01-01 03:02:20,26a1b4a0cbf6e26c6294de493969e3d070ec5d8c,7294613082fdd89ea42a39a346bbc2a21e8a6caf,frank,US,,League of Legends
2015-01-01 19:22:42,f809b306033a7aa9bd2b9bdb2f088430bd068cc8,2ef335977d807a16ff677825cdf76fd79f148e9e,newman,MX,iphone_t,The Binding of Isaac: Rebirth
2015-01-01 18:31:15,311cf2f790565befc397a0da0dac7208d9235889,2767c9b7e681e33a8637c2d3544d1136e65ea623,frank,BB,ipad_t,League of Legends
2015-01-01 13:12:16,be14adb39f87ce6df334cb2b304a87a94a42adfe,47943454eb9dfbf5557937654caedab88003d8d5,kramer,GB,iphone_t,Counter-Strike: Global Offensive
2015-01-01 12:23:54,3c293dff2dcc0191d870b97ca1a52bc6077de778,0ee233534ea6d9577dada906f94b988bac8fcb08,estelle,ID,android,Dota 2
2015-01-01 19:06:15,ab96b70b7f1d97bc94c8999be504efcc4d771409,65789dce87a9dd6a95426c1f50cdd1d943f8aa29,frank,US,,League of Legends
2015-01-01 18:27:01,75714e4d28313d576d5bea0fe11b534dfd689e88,682be638f8fa97f5ac19171dcf7df06a68e2f8bf,frank,DE,android,League of Legends
2015-01-01 10:49:14,f2ef112d0eb9e1a40c93d4a6bf5e1f4942876ea7,6086a9ff7833acdbece36ec17fc0739cc3322dcd,elaine,TW,,Gaming Talk Shows
2015-01-01 12:25:09,63cfcb0aadb2c1db3b11a89e76139ef1e339ac73,c605a9bb94452ca9533d66fef0f327208c596d31,estelle,HK,,Dota 2
2015-01-01 16:21:05,3a6ba718752dcd2d582360fdf81643db2ef9865c,764eedf42ed0ae22ea83990f19f201dafb88ae1d,kramer,CA,ipad_t,Agar.io
2015-01-01 11:53:48,659801b0537357682abaecc8de5990922201ae6f,14ea36e76970525a273304d33b18da1ebfd40571,morty,DE,,Heroes of the Storm
2015-01-01 03:41:56,fa2ac7d2c6a582abcc3ddbf53c7a3a8c412e1765,e1974780ed216cc6aca49542ae80c2c77a8ce606,frank,SE,,League of Legends
2015-01-01 09:25:54,84fa93b130198a2b02c2464a5d41fd42e29fabb8,87110c6e55cc2cbf3aa4b53a54f11b091d3a66aa,estelle,ID,,Dota 2
2015-01-01 04:27:55,532ab2d5fa1863298d0b596fb20e8358eed5c45e,38f95d836a9f5e6beb9384fb5741d14af7b4680c,frank,US,,League of Legends
2015-01-01 17:39:53,d115654c5517e7f1f694495562f926e2ec5c55e9,b2671ea5fefcdd32f84a922bbf542c2dc5a053f9,frank,AT,,League of Legends
2015-01-01 19:07:39,8ce7463b65d3afbd0bec141e52064e28eb2bd7c8,d605b8bb65eec7766d06e97f4e7dcc6229a5221d,helen,AU,,Hearthstone: Heroes of Warcraft
2015-01-01 19:08:21,70ee71609b654fac28e935651db2c24419759443,d2a25c50828d90f25e22c5fb60e5898e2e4c4dfa,helen,,,Hearthstone: Heroes of Warcraft
2015-01-01 04:08:06,ceb7dfd09915f3afd26aa8538462fd360ff5af25,d0ed2ed8c6113e2a176f5d8b8eeafd38a74f29a8,frank,BG,,League of Legends
2015-01-01 18:09:41,82699d2e1de772ebe81f1ea9b85df14410cc748a,2e812e3265806edf093a5a855c800a46749ae2f4,frank,US,,League of Legends
2015-01-01 07:52:23,3b60c53b8920880e8801af1ec8befe7e50f3b1ee,8dabdb1750068cc6d221c45451279353cd3009cf,elaine,TW,,Gaming Talk Shows
2015-01-01 15:34:01,30e1640d98f0a3efeafa12fdf474c80badeab2bd,17b292d0fe396869cda637c99d883e0720d98462,kramer,US,,Agar.io
2015-01-01 19:12:35,de51721fbd758a22a961928d6ed611d71d5847f5,d9085dd65286e142b823cfb867bcc1e5608359de,jerry,RU,,Dota 2
2015-01-01 08:17:48,698db5a0e9c4025fe2a1cd094d0cdda647831339,770a8dc070d9db7ab582bc8a27e436fa8aadeb0a,susan,UA,,World of Tanks
2015-01-01 12:38:01,2e11d6c972d78d97714dea2e27e2cccbbadb5c2c,36f32614e29f86474265185f26412c6e1078ebac,jerry,RU,ipad_t,Dota 2
2015-01-01 08:17:31,35f733efe25556d32425c5a0b509f406acf5e398,f478fd685dc2701a3cfea534aedd758200faf99b,elaine,TW,,Gaming Talk Shows
2015-01-01 18:30:31,7a2ebfd4984ff03d2b680bf04aa8f8d6100251c0,7aeafe4543f6a43224d9fdb854fb0d0ac1759811,jerry,RU,,Dota 2
2015-01-01 22:22:36,bf801ad1fd52ff2e26cebb03ef7bbd8d627ef8db,cfc5400b6bbcc1dcab3aac15e06fc8602404fd5b,george,US,android,DayZ
2015-01-01 06:27:45,027e52cd28b28a136e35b80531e50d317ebaaa23,da3b7bb39fd27598d0df651437893f16613c4194,elaine,TW,,Gaming Talk Shows
2015-01-01 19:21:57,c2b84bf5a882ca5db360903755a76b817e5edcc6,686e4e41bb84e12a53749543705072e3ab05576d,jerry,RU,,Dota 2
2015-01-01 21:10:06,a64a40c648fa2e38f127915f2d47346654e45ab7,f29432dab99ca1742f9e054eabdfdab98147a5d2,frank,US,,League of Legends
2015-01-01 19:56:04,8290ed1f494e7e9e9721b878df68ca43404b299e,4a68d230302f5d8b0c46e1a0757cb8fd3b8f125f,frank,DE,,League of Legends
2015-01-01 20:46:48,a03c4cfd68837e230bfe0f830da5ccd1c77b4f80,7115d47990ac6a8d7a48d3b320c6f130a31d7107,frank,,android,League of Legends
2015-01-01 22:52:28,823aa2b711103b32784c24989235110ba5af20d5,5a03510fbfd82d8cb6ec8eb22ce5b7c664d8f077,george,US,android,DayZ
2015-01-01 10:59:43,ca894a1213448cef20007b1ac6e6860b302662fa,e805924686ec54224332563afcd58e6092b3a8bd,kramer,GB,,Counter-Strike: Global Offensive
2015-01-01 12:32:21,56df1993a6679bb29cfca9ef4cbb798715221909,f8009713e33c8ec102f9e32e1cdc7515c01899f8,estelle,CZ,,Dota 2
2015-01-01 15:29:02,305cd6b92857201afe76dfb0a707963168d1db23,8a4990754c50f91725aca966ebccff91ce6fb271,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 19:03:41,d757c3dbe737d371e324b64413c4f7108d29366a,57f04213824bda5ca263a08c0289c23ebc9b4bc7,frank,US,,League of Legends
2015-01-01 18:09:47,948566a89b770b7ea0cbf21b0d15948d83e79b37,9d655c02d059280892dd5c9d325971ac7ccc1c54,frank,US,,League of Legends
2015-01-01 17:42:27,8d89c96fabb1c392f459a6d7f610585752f106f9,2dabd27ae746c80441964c48a675a44d28b0b4ea,jerry,RU,,Dota 2
2015-01-01 04:57:35,d0c3989623bdbac0e5cb57d052f2641a7435b9e7,ad90fa30ef2a9ff9784c64761e009de94c412474,frank,US,,League of Legends
2015-01-01 10:24:47,1a55b7601eafd3d947c4afce46914d7637b0c779,bb700603ec93f52aa519d5ca40a234cd2eb5a8b6,elaine,TW,,Gaming Talk Shows
2015-01-01 03:30:10,ef35728fb7c534d514f26e271f3c2815ca28c490,f13d6cafbc7ffde6cf6c00cf96fd4f1d05c15029,frank,US,iphone_t,League of Legends
2015-01-01 07:42:18,6cd40eeb9768081618b335ec557183f3d747ce20,35d327c0392ed61c1fc1b6407a16b5cdc5c5f5d7,elaine,TW,,Gaming Talk Shows
2015-01-01 21:35:16,bf020ea91a0c91f82874b3fa1124b40cb67df3d7,7751c038a022cf04805f46ceabeec253a5dcca76,george,CA,iphone_t,DayZ
2015-01-01 04:15:21,71d768e770b19430f371b18f949a80a9b819e34f,3cd900f9b14cfed7fc97db0446bd28db28465869,frank,DE,,League of Legends
2015-01-01 11:30:39,c4785f209e8810744ce79a304ce92dc7200a34a1,cc8bbef5552fbde203cad76f606205b1c7c00473,estelle,PE,,Dota 2
2015-01-01 11:17:24,2ff0f07df1108efd13ea44f43d91e687cab61aa3,b8a4df93708ea9e5a5af867cd102a3ecbc00fa2c,estelle,BR,android,Dota 2
2015-01-01 19:07:23,1ebd3d68c573d9114142d079215447cd8f27e316,900a9b801a8f630a2a000a1613816cf9bade6617,newman,US,ipad_t,The Binding of Isaac: Rebirth
2015-01-01 16:34:40,004d6be95a301eef4ee1e4533c7132b290eb0c7f,96609b97ae09b24b560a433b068a995c3448dba4,morty,US,,Heroes of the Storm
2015-01-01 21:51:48,748b6c5358210b7f78ad35f9ea787c841cda51fa,5a6311ce9fb958e827fde83187ca15f8b9eacac5,susan,RU,,World of Tanks
2015-01-01 18:50:18,f52dc2c1454631c4686e966edca7566362e0f2c1,fe53a60b19a24daf000ab17a2bcc99bdcc82c71c,frank,US,,League of Legends
2015-01-01 03:00:57,035f0aeeb33715dbf1e67d6d52713862620b5ecb,844ad3b0fccb9360f74a9592ce161423603c434f,elaine,TW,,Gaming Talk Shows
2015-01-01 10:43:55,a9c570349de2944be3fffaf6be5a92607591daec,eab2b41b36d377cc0db6569ad840de8fc268464b,elaine,TW,,Gaming Talk Shows
2015-01-01 07:53:40,79d574990fe155f4bd3eedf96a53e0faa39e78e8,20a6b228e9a6ccc19ed47be25d7b987d461cd69a,elaine,TW,,Gaming Talk Shows
2015-01-01 13:43:54,4328e31789a08c9f4b5f7e61efc87b96390b427e,df97a1b1a12bd15166d29d9a3ab56c94370c33ae,estelle,US,,Dota 2
2015-01-01 11:25:25,cad78ceea61fff42e8ba119b6fb65392c84b4da7,2374ac378afb8d35f5daa627860ffe1add4ac4e3,estelle,PE,,Dota 2
2015-01-01 12:45:43,82e56b1523f4b2fc91713297a32c137ea7341773,05d2493ed8a2b4a68d7920b5dc5d7d4cc8ece744,estelle,TR,android,Dota 2
2015-01-01 03:42:41,ec7faf5b1f3826d8b06c35707d05d086b280cca4,5bd3b536b77b854face25f0dc879be27b2306a93,frank,US,,League of Legends
2015-01-01 18:40:17,270d622785b79f2f9a1eb507418529e830e2d69a,a0fbe43adde73eaef70a8c94e9b4e2d80461c278,morty,CA,,Heroes of the Storm
2015-01-01 16:24:55,13b5dc46fea532dd1669291f7ace208d778e2a81,80ac205676e774a22ffe28982ea8d252cd1a6d01,frank,GB,,League of Legends
2015-01-01 03:38:20,f65cb26deccb3e4f571fe208e28e00f0054e2119,a0c6d4ea1ec5de09add34357afdf7584425df409,frank,PL,android,League of Legends
2015-01-01 19:01:27,ea77468d7226883301a680398fcf8851c28be234,277fafe4cf6a93c23d46e0b54bfe30b5b362aa12,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 12:58:43,bb85aebdb6649544ff420b8244dc4f038fd6750f,f283877ba009c13aacb792e3bcc81712f883190b,estelle,US,,Dota 2
2015-01-01 13:32:17,a0331b0a8240d0875d2ac585c7f2c922042458b0,35ba76c17431aea7da52b95d4f635be869aee9ff,estelle,CA,,Dota 2
2015-01-01 03:34:28,5d9e0fa020a533bd60479e14dfcef6ce97f644f7,295fdfaa833ba36dee941258b198e8575106b56a,frank,US,,League of Legends
2015-01-01 13:56:25,1c6593d276848ff3b566c1b4d43fdda3656de73b,9021a7167d4067341ab9f2be43de93ea9ab0e767,estelle,PE,,Dota 2
2015-01-01 14:15:58,1645d991feb3f790aa08bd58ff71edb44940214f,3a3f9e945beca16ad72f5a8f4cf6cb0c1bd21a66,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 02:18:45,48e0ba5d506b770a4b51b3d666957431d00122c3,eb81c8a06c3a56c5f1d43cfc77539b65a144e5bb,frank,US,iphone_t,League of Legends
2015-01-01 21:29:47,8bc83bfa261443d558ed9d2719104d7c0346cf90,2308c50d626165da6306bd01f86eb6a9887620ea,george,IE,iphone_t,DayZ
2015-01-01 13:07:04,ddbec96f8e36d293255f6d2ed80d1f3550717416,4cb719b282c9d9a5855cac768fbb2c5de920d33d,morty,GB,,Heroes of the Storm
2015-01-01 18:32:27,8d0646c2dafaa5ea3032e3a96de5b9edc98c17e5,8a00487ac08d4b7b2d52a7eea22954fb967727d5,frank,NL,,League of Legends
2015-01-01 11:51:17,236bc0663b9845f8bf4f0589c2ff0880f947a24b,f3b294cea395302752745bab4eae3fd6f7f03e3f,estelle,TR,android,Dota 2
2015-01-01 03:47:01,207d02ab101f62c0c810bad1238e306577dd2930,8d60b2f5ee437097b7fb0cd421acbe544c1563bd,susan,RU,,World of Tanks
2015-01-01 19:33:44,c00c7e80a118360e76c69e30f6d1570658e39bd5,c5b310ffbcedb0520bf37f2b3605e8a26fb852c9,helen,AU,ipad_t,Hearthstone: Heroes of Warcraft
2015-01-01 19:16:55,a05c6b5800dfcc220bcada7b5b8e6c183ec29558,9d286dc6250dba682400a6ab45ad943e13693b42,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 11:52:14,345b198469713f0c1aae6107748f5fcbc78c3a43,287ee5d78037b999b7ee0f494c63a2aa388619c4,kramer,GB,,Counter-Strike: Global Offensive
2015-01-01 18:01:14,f76a8132d5ff019db463e651e59f1b396f1c2cc6,7b5a03eb117bccceacfa7495b96577562109cc50,jerry,RU,ipad_t,Dota 2
2015-01-01 15:08:34,6ead2a744aa4ccdf1ef3b7534c6fe669ecf09fbf,f498f9187aadb22a11cba421b67d4e2ace9c756f,kramer,SE,,Agar.io
2015-01-01 01:58:43,79d574990fe155f4bd3eedf96a53e0faa39e78e8,20a6b228e9a6ccc19ed47be25d7b987d461cd69a,elaine,TW,,Gaming Talk Shows
2015-01-01 20:50:51,2d36250d6911e3fcc6993a2066926ca66a6ede2d,fffafc79bfab6085f3825a043ec9354d626dc21f,frank,US,,League of Legends
2015-01-01 11:45:25,c3f4f2d73f3a72e528a7074faf287304c823a8ea,dce3b8aa4ad997dc42069d439b127bda940f9198,estelle,KR,ipad_t,Dota 2
2015-01-01 05:17:00,532ab2d5fa1863298d0b596fb20e8358eed5c45e,38f95d836a9f5e6beb9384fb5741d14af7b4680c,frank,US,,League of Legends
2015-01-01 04:08:10,12cbcc944e7651021f15834a0a25055f10e147f1,03f7b2a07e9f81ba7203d475e6e334a44275cb7c,frank,ES,,League of Legends
2015-01-01 12:19:08,4afcc22a23be0043b67a681236fcd62291ca7afb,aaa03ffbc53ad900f69b4a9a2892de046bafe48e,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 16:22:40,d757c3dbe737d371e324b64413c4f7108d29366a,57f04213824bda5ca263a08c0289c23ebc9b4bc7,frank,US,,League of Legends
2015-01-01 13:12:55,a06240dc6e3e9ffde32ff50f4c63b58fcec956b4,a00d23a5d52c18984c2391b60960f67d1be49b72,morty,NL,,Heroes of the Storm
2015-01-01 08:23:10,e92db17f74e1670af0fcf39b1dbd07ec2cb6f849,a3dcb47258521289aba8094d413cb8e3783f2234,elaine,TW,android,Gaming Talk Shows
2015-01-01 03:56:09,116f703cf7c4ab369bbaecb558486fcc4d94fa59,6c8cf0983a1551c7fb7f6c5226152b38725d0cae,frank,AU,,League of Legends
2015-01-01 21:50:22,996480a0eee64651e4e28cf895ebe05a427bfa7b,3e7c9c896a05f4bd7f1b5886ab5621704672745a,frank,AU,,League of Legends
2015-01-01 13:20:05,ad1a8bd690e3437aa09a60975540074b6e44a91e,4511a7c869b2bbaf2038e603c7122fdd357a20b7,morty,FR,,Heroes of the Storm
2015-01-01 10:46:37,5c6838ccfe43dcf8830f2ce203854a0b70e96f06,691ffefdb81c901b953927546685f71a6b0e8ae3,elaine,TW,,Gaming Talk Shows
2015-01-01 15:53:22,79f463f0089bc8f98ed5c50aedfcc0fc934b5d28,ada412389ff28ec3f47a3574b202730b2534de48,morty,DE,iphone_t,Heroes of the Storm
2015-01-01 13:44:29,fcd1a6b8fd092ac67a20487fedb2484698e2ab3f,d792a335f5d88d33bd9d51f6d75038f4b75e1e5e,estelle,US,,Dota 2
2015-01-01 19:04:11,784434e3ca3ece2261aece713167065fc1967e96,2f2744e21b2149eea247dfbe5381e9af1cb4ee35,frank,US,,League of Legends
2015-01-01 18:26:52,487c69b675a7dd4c0ab7575ac7cf3d9c2e14bf01,699dd9eb1ad3999dbebd4291e2d9509cc28c789a,frank,CA,,League of Legends
2015-01-01 04:23:54,536bacfa1cd0b39f77eb167689f64d144464ca12,c7f232fb8ab54e78cff1e953d38d09f40b01ce81,frank,,,League of Legends
2015-01-01 02:03:14,929422de7ad8aa830447ad0b08c55d455384f0da,d2ae94ba63e8743ab2f44ed62fd1acb714894664,elaine,TW,,Gaming Talk Shows
2015-01-01 03:35:34,b865d2716d0cca4251fe45779290ef98d0dc1271,6285caca65da69daa5cc3bbb620b0a823ff4764f,frank,US,android,League of Legends
2015-01-01 04:14:37,dc8e9a88c22d3c2875722e753dfdd5d5c3389ca8,a483ffa32536cb7d50957c8d3fc1d7aaab26aa33,frank,PH,,League of Legends
2015-01-01 00:00:52,e626a112335c7feba638dee2adaf1d806020e66a,b1b47560adb54abad65c75787f84a409364bc513,frank,SG,android,League of Legends
2015-01-01 03:19:39,ec78cf63d3d534612ba9cf88764cf94f65f60836,a78cd5652bc17d4d850dca807d82ee6b09828e10,frank,CA,,League of Legends
2015-01-01 04:14:40,0d806159b7ca5cde804ac402debe5229f029b2c4,cae6c3575a3f67c0f519d067a23bf2ab66f0e6fc,frank,US,iphone_t,League of Legends
2015-01-01 01:58:13,06dc581da4b86b82ab7d74632879967771af922c,fca2c104dfe05b7652bbdad1719475803ef35f57,elaine,TW,,Gaming Talk Shows
2015-01-01 04:28:18,b7cf849b341aed416eee7391bb1f9a3cba6f58be,99a5c5aab09feebd446f0e1a11aa1d7cb90261ea,frank,TR,,League of Legends
2015-01-01 10:11:44,142d0e3f214a58caef6d75f9ea25b6104b2a8d9f,f63d887efa2485e2ceaa5bab9023d4f6f824c5a0,morty,US,,Heroes of the Storm
2015-01-01 19:28:46,e550f2ffddb361aa32f8e5bfb20436e349131731,ecd2ef87e5c8123322485d16cb7884a7b4318076,helen,,,Hearthstone: Heroes of Warcraft
2015-01-01 20:56:35,784434e3ca3ece2261aece713167065fc1967e96,2f2744e21b2149eea247dfbe5381e9af1cb4ee35,frank,US,,League of Legends
2015-01-01 18:50:19,bd683d945ff0262ba6afeeb614295c037fdde49c,1da4e1e37afecf7f17d5ab359dd93c220177ed0d,frank,US,,League of Legends
2015-01-01 11:05:01,86827502f27143432677dba1960232240aab64de,75971abefbb78bc7746e99f4593c9abc79c642f3,frank,US,iphone_t,League of Legends
2015-01-01 12:52:24,9aa5c38422081a252a06d5c53e39e182a632adea,784c4f4d845bfc9fb4dfcfede91bbef545818866,estelle,RU,iphone_t,Dota 2
2015-01-01 20:39:41,e89ec278119e0783e8e297fd7f336a620ef3406e,d0129d5a342cc9b5fba192f6defc1212b4293a5f,george,US,android,DayZ
2015-01-01 16:57:11,c358a9507f64a277d1dbfa85f7e76426fb277a85,3442797e0d9e26b8bf2c6c1b2fb9aa8a621e801c,morty,CA,,Heroes of the Storm
2015-01-01 17:24:16,3a94e83d271cc95687959cd571c651fa11535104,9321e0463b20ab4e19564d9d5d5865be264693c0,frank,US,android,League of Legends
2015-01-01 21:32:24,21b5d51f2e51d5414f0961e234c3ca3935f2a8bb,2b959901b540c2b2f1e99aa0d34432bcb18f0c63,frank,CA,,League of Legends
2015-01-01 08:57:42,e0c5388986f0d42597aa3ca2986edbbd8e1ffd35,d9fc11b05a9a524c3ecde939ca6daa0084f4814e,elaine,TW,,Gaming Talk Shows
2015-01-01 11:31:07,ca894a1213448cef20007b1ac6e6860b302662fa,e805924686ec54224332563afcd58e6092b3a8bd,kramer,GB,,Counter-Strike: Global Offensive
2015-01-01 18:22:56,86935cd20d46b6e4ea64b04cf1be0b45b0c28748,277853f553edbd9fb55714e9010026ae292852fa,morty,DE,,Heroes of the Storm
2015-01-01 19:04:52,8c947fe4342db59f01d0abc356d8522bc939a95f,eea9491ff696cedc782b42313190f340348bf6c4,newman,US,,The Binding of Isaac: Rebirth
2015-01-01 12:18:32,3df8dcc2adec32b9c0a3d5f977d8c7ab9306f4da,f95ec30043f675ee3c64229f99b538bfa8dd9fb9,kramer,TR,iphone_t,Counter-Strike: Global Offensive
2015-01-01 20:36:09,5185633044fcaf3bbfe9b7ec276c381c43619041,3de6e722a9d44ebaa4b4d580759463c875d6e143,elaine,TW,,Gaming Talk Shows
2015-01-01 18:13:25,6cde5b94dee3e004b436ecc1ab79557d61e1b4cb,baf5f4b9e87ab3b4108ed36131ed12895a317dde,helen,US,ipad_t,Hearthstone: Heroes of Warcraft
2015-01-01 11:09:00,80a0be30b6beb21669d76412a06c4187379d854b,e059f195f91b7cf4c021047dfd86dcd8dd9d237a,estelle,US,,Dota 2
2015-01-01 22:04:22,bf236684d01a47ad874a0678c6283f952b39b76e,96bc5b6f2217187a5301e8e84daccf9cd9f5febf,george,US,android,
2015-01-01 05:16:15,38fcb24a673f2e298b9815943b2fff8a2ba29d22,d15fcedca006b306bf0e14437689436f7bcd8d80,frank,GB,,League of Legends
2015-01-01 11:41:08,4a60ed80707496990663a8932e7c231e0b9db3ff,9d0a65f7d3dd5540cefe277cb65f187806e68f37,estelle,PE,,Dota 2
2015-01-01 20:01:23,a918018386567633957d18a3e217bdd500147d03,471a0c57752d8d8fce461238de2dd601d28c3c46,helen,,,Hearthstone: Heroes of Warcraft
2015-01-01 21:23:42,a7e4443c1107a0f8383aeaa95641b283b9fec9fb,6c4d2ab40f245c99159fb1a51ee03fa70a7487d0,frank,CA,,League of Legends
2015-01-01 03:41:23,cc2091cc68cf0c6f394450032741d591bc927780,67c3784df79c42d3a2cd474b1d1ff61aa6fcb1bb,frank,US,,League of Legends
2015-01-01 06:48:44,359ba59668db053bd03d24b4e8114efdffcb70b0,5594afe57942ac50396ebdc5be189dfb7f68eaa1,elaine,HK,,Gaming Talk Shows
2015-01-01 17:21:02,1897f08d2a13acc200fa1f31d146ce1791b7f711,4f800474e7fbfee30a6b1682205715351c2c5abd,newman,US,,Rocket League
2015-01-01 09:10:42,86ac894f80e9d464906a1ce652e0f70c0450f8b0,006f31d1025410131613af1a7f8e1f6a49282395,morty,US,,Heroes of the Storm
2015-01-01 12:28:34,b7375a032f65a6596f9a56f9696ca7ca005b7420,267fce7cb79b10285935a79c76f89c66ef613aa3,kramer,US,iphone_t,Counter-Strike: Global Offensive
2015-01-01 12:20:26,66a6e04674eda4f023b9a6939152eee641e6bde9,53ff9615c11d7a224f9fa71778c766ec2a95f734,kramer,GB,,Counter-Strike: Global Offensive
2015-01-01 15:34:59,41b6c682e1912b4fbaa03e1f8da7bc38ef8298db,194b1eed530d34f24df5b644fc2a8ed25aa6c48c,frank,US,,League of Legends
2015-01-01 20:03:20,d95bb36589419e704cc335c049d8d1b11e68054d,fa5a19d8f0ea0252d67a8e917829ba483a9a15c2,elaine,TW,,Gaming Talk Shows
2015-01-01 20:21:21,e550f2ffddb361aa32f8e5bfb20436e349131731,ecd2ef87e5c8123322485d16cb7884a7b4318076,helen,,,Hearthstone: Heroes of Warcraft
2015-01-01 19:57:54,57e6818bb8f3c4d19c6605ecaf58a2c36c67dbce,392c24c1f7912d67992f8a3f443d802f55109ca9,frank,US,,League of Legends
2015-01-01 20:47:35,c84d793aa8a653d6f82bacbafc86f43d12e63846,8344ee42d4e57378b277aba1bd7cd5d729117846,frank,US,,League of Legends
2015-01-01 04:13:57,eb2239c7d4458def317a3a6636f0b0cc76cf0627,74c8f3a04e7870f8e007cf0f5623d8a80f9852f2,frank,CA,,League of Legends
2015-01-01 21:39:19,6ddfedf7ef2c3d0fffc4d8099439d2a7d4b5ce1b,84e6db86b19a4c4134ed57c85ec9829120f5376e,george,US,iphone_t,DayZ
2015-01-01 13:07:48,3a0b946927a0ef8a543670684716843272cc84a8,a5636eaa63f0d1835f5a01b2df4eb0a011f5c7ca,estelle,,,Dota 2
2015-01-01 11:08:07,7a53a17c9e7ae3c3d76cf1cae78c65c3f21620cd,40f6904b0df681e769d14407cb23db7741e90417,estelle,GB,,Dota 2
2015-01-01 04:14:33,5a75bd76c033748a2a3229bf33dc1911cd68e919,8881ca8dfceebace6756153fce70edd7d668e021,frank,AU,iphone_t,League of Legends
